hubTitle	entity
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Wake.] · eng
Bibeln	Bibeln. · Geneva. · 1601. · Engelskah.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1829 Rumstedt. · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · nor
Bibeln. Efesierbrevet	Bibeln. · [Efesierbrevet.] · Callander. · eng
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · Normaluppl. · 1907 · swe
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1648 · Hebreiska & Latin.
Barnabasbrevet	Barnabasbrevet. · Latin & grekiska
Edda Sæmundar	Eddan, den poetiska. · rus
Bibeln. Evangelierna	Bibeln. · [Evangelierna. Grekiska]
Mabinogion	Mabinogi. English
Henoksboken 1	Henoksboken 1. · fre
Bibeln	Bibeln. · Bishops'. · 1585. · eng
Tripiṭaka. Sūtrapiṭaka. Vimalakīrtinirdeśa	Vimalakīrtinirdeśa. Franska
Bibeln	Bibeln. · [Authorized.] · 1630. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1870 · ara
Homeriska hymnerna. Urval	Homeriska hymnerna. · Urval · ger
Bibeln	Bibeln. · 1865 · swe
Sturlaugs saga starfsama	Sturlaugs saga starfsama. · swe
Bibeln	Bibeln. · New revised standard. · 1995 · eng
Bibeln. Evangelierna	Bibeln. · [Evangelierna. Tjeremissiska]
Bibeln. Job	Bibeln. · [Nya Testamentet.] · 1872 · swe · eng
Koranen. Urval	Koranen. Tyska. · Urval
Pancatantra	Pañcatantra. Franska
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · Arabiska (Sudanesisk)
Bibeln. Moseboken 1	Bibeln. · [Moseboken 1.] · Latin & Hebreiska
Heidelberger Katechismus	Heidelberger Katechismus · eng
Bibeln	Bibeln. · Tremellius. · 1597. · lat
Bibeln	Bibeln. · Marmochino. · 1545 · ita
Bibeln	Bibeln. · 1810. · pol
Bibeln	Bible. · Authorized. · 1900. · eng
Koranen	Qurʼan · [Latin.]
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1860 · crp
Bibeln. Profetiska böckerna. Urval	Bible. · [O.T., Prophets., Joye.] · Selections. · eng
Talmud Yerushalmi	Talmud Yerushalmi. · 1960 · fre
Bibeln	Bibeln. · Wycliffe. · 1978 · Latin & Engelska (Medelengelska).
Kalevala	Kalevala · ger
Bibeln	Bibeln. · Geneva. · 1578. · eng
Bhagavadgītā	Bhagavadgītā. · Tuxen. · 1952 · dan
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · Grekiska.
Tipitaka. Suttapiṭaka. Khuddakanikāya. Buddhavaṁsa	Tipitaṭaka. · [Suttantapiṭaka., Khuddakanikāya., Buddhavaṃsa., Cariyāpiṭaka.] · pli
Bibeln	Bibeln. · Luther. · 1768 · ger
Bibeln. Ester	Bibeln. · [Ester.] · 1894 · heb
Bibeln. Moseboken 1	Bibeln. · [Moseboken 1.] · Alter. · 2009 · eng
Bibeln	Bibeln · 1593 · lat
Koranen. Urval	Koranen. · Urval · fre
Bibeln	Bibeln · bnt
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1856 · swe
Bibeln. Profeterna (Neviʾim)	Bibeln. · [Profeterna (Neviʾim rishonim).] · arc
Bibeln. Apostlagärningarna	Bibeln. · [Apostlagärningarna.] · Revised standard · eng
Lazarillo de Tormes	Lazarillo de Tormes
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Living Bible. · 1992 · rus
Bibeln. Nya Testamentet	Bible. · [N.T.] · Tyndale. · 1549. · eng
Krákumál	Krákumál. · lat · eng
Bibeln. Lukasevangeliet. Urval	Bibeln. · [Lukasevangeliet.] · Urval. · ira
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · [Tyska]
Koranen	Koranen. Tyska
Maḥzor	Maḥzor · fre · heb
Tanna de-vei Eliyahu	Tanna de-vei Eliyahu. · 880-01
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Authorized. · 1640. · eng
Barlaams saga og Jósafats	Barlaams saga og Jósafats. · 1851
Bibeln	Bibeln. · 1850 · por
Bibeln. Psaltaren	Biblia, Test. Vetus, Psalterium - Lat. et Germ.
Hymn till Demeter	Demeterhymnen. · lat
Avesta. Yasna. Gāthā	Avesta. · [Gāthā.] · ger
Bibeln. Galaterbrevet	Bibeln. · [Galaterbrevet.] · eng
Bibeln	Bibeln. · 1854 · swe
Mahābhārata	Mahabharata. · ben
Bibeln. Nya Testamentet	Bibeln. · [Historiska böckerna.] · heb · yid · arc
Bibeln. Moseboken 1	Bibeln. · [Moseboken 1. Grekiska]
Purana. Bhagavatapurana. Urval	Puraṇa. · [Bhāgavata-purāṇa.] · Urval · eng
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna.] · 1547 · Polyglott.
Bibeln	Bibeln. · hun
Midrash rabba. Moseboken 2	Midrash rabba. · [Moseboken 2. Tyska]
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet.] · hun
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet. Grekiska]
Bibeln. Tolvprofetboken	Bible. · [Minor Prophets.] · Codex Rainerianus. · 1927. · cop
Bibeln	Bibeln. · 1914 · bul
Tripiṭaka. Sūtrapiṭaka. Kāraṇḍavyūhasūtra	Kāraṇḍavyūha
Andreasakterna	Andreasakterna. · Polyglott
Bibeln. Gamla Testamentet. Urval	Bibeln. · [Gamla Testamentet] · Urval. · ypk
Bibeln. Apokryferna	Bibeln. · [Apokryferna] · 1694 · Grekiska
Bibeln. Klagovisorna	Bible. · [O.T., Lamentations.] · eng
Bibeln. Psaltaren	Biblia, Test. Vetus, Psalterium - Lat.
Bibeln. Nya Testamentet. Urval	Bibeln. · [Matteusevangeliet] · Ciachir. · 1975. · tut
Bibeln. Psaltaren	Bibeln. · [Tolvprofetboken.] · Rosenberg · heb · eng
Tripiṭaka. Sūtrapiṭaka. Prajñāpāramitā. Adhyardhaśatikā	Prajñāpāramitā
Bibeln. Höga visan	Bibeln. · [Höga visan. Danska]
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Normaluppl. · 1894 · swe
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Street.] · eng
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet] · swe
Bibeln. Job	Bibeln. · [Nya Testamentet.] · 1878 · iro
Bibeln	Bibeln. · 1827 · kan
Bibeln	Bibeln. · 1742 · ger
Bibeln	Bibeln. · 1754 · dan
Daniel	Daniel
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1574 · lat
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Price.] · wel
Bibeln. Gamla Testamentet. Urval	Bibeln. · [Gamla Testamentet.] · Urval · heb
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1531 · dan
Batrachomyomachia	Battle of the frogs and mice. · eng
Bibeln	Bibeln. · Geneva. · 1585. · eng
Bibeln	Bible. · 1657. · Polyglot.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1860 · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1917. · 1981 · swe
Bibeln	Bibeln. finska
Historia Karoli Magni et Rotholandi	Historia Karoli Magni et Rotholandi. · pro
Josippon	Josippon. · Hebreiska & arabiska
Kanteletar. Urval	Kanteletar. · Urval · nor
Mormons bok	Book of Mormon. · dan
Bibeln. Urval	Bibeln. · Urval. · 2008 · Arabiska & Svenska.
Mahābhārata. Ādiparva	Mahābhārata. · [Ādiparva. Engelska & Kawi]
Bibeln. Gamla Testamentet. Urval	Bibeln. · [Gamla Testamentet.] · Urval. · 2002 · cop
Bibeln	Bibeln · bnt · por
Bibeln. Profetiska böckerna	Bible. · [O.T., Prophets., Authorised.] · eng
Bibeln. Jona	Bibeln. · [Jona. Arameiska]
Catonis disticha	Catonis Disticha. · Grekiska
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1802 · lat
Bibeln. Höga visan	Bibeln. · [Höga Visan.] · eng
Mishna. Avot	Mishna. · [Avot. Tyska & hebreiska]
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · tir
Upanishaderna. Chāndogyopaniṣad	Upanishaderna. · [Chāndogyopaniṣad.] · Engelska & Sanskrit
Bibeln. Nya Testamentet	Bibeln. · [Markusevangeliet.] · ava
Bibeln. Psaltaren	Bible. · [O.T., Psalms.] · 1506 · lat
Koranen. Urval	Koranen. · Urval · pol
Morte Arthur (allitteration)	Morte Arthure
Bibeln	Bibeln. · Vulgata. · 1921 · lat
Bibeln	Bibeln · 1722 · cze
Bibeln. Matteusevangeliet	Bible. · [N.T., Matthew., Authorised.] · Selections. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1565 · fre
Bibeln. Efesierbrevet	Bible. · [O.T., Ephesians.]
Bibeln	Bibeln. · 1966 · Etiopiska.
Upanishaderna. Urval	Upanishaderna. · [Urval.]
Biskupa sǫgur	Biskupa sögur. · 1938-1978
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1852 · mao
Tripiṭaka. Sūtrapiṭaka. Prajñāpāramitā. Vajracchedikā	Tripiṭaka. · [Sūtrapiṭaka., Prajñāpāramitā., Vajracchedikā.] · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Douai. · 1633 · eng
Bibeln. Profetiska böckerna	Bibeln. · [Profetiska böckerna.] · jrb
Purana. Brahmāṇḍapurāṇa	Puranas. · [Brahmāṇḍapurāṇa.] · eng
Ancren riwle	Ancren riwle · fro
Bibeln	Bibeln. · Vulgata. · 1682 · lat
Bibeln	Bibeln · hun
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · rus · chu
Bibeln. Johannesevangeliet	Bibeln. · [Nya Testamentet.] · 1935 · grc
Koranen. Urval	Koranen. · Urval · nor
Mahābhārata. Udyogaparva	Mahābhārata. · [Udyogaparva. Engelska & Kawi]
Bibeln. Nya Testamentet	Bible. · [N.T., Martin.] · fre
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · sme
Bibeln. Paulus-breven. Urval	Bibeln. · [Paulus-breven.] · Urval. · 1917. · 1946 · swe
Bibeln	Bibeln. · New American. · 1971 · eng
Bibeln	Bibeln. · Authorized. · 1899 · eng
Egils saga Skallagrímssonar	Egils saga Skallagrímssonar. · eng
Grhyasutra	Gṛhyasūtra. · [Kauthuma]
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 2001 · spa
Bibeln. Apostlagärningarna	Bibeln. · [Apostlagärningarna.] · 1917 · swe
Bibeln. Gamla Testamentet	Bible. · [O.T.] · 1661. · lit
Bibeln	Bibeln. Ryska
Bibeln. Lukasevangeliet	Bibeln. · [Lukasevangeliet.] · Dolganska
Tipitaka. Suttapiṭaka. Majjhimanikāya. Mūlapaṇṇāsa. Urval	Tipiṭaka. · [Suttapiṭaka., Majjhimanikāya., Mūlapaṇṇasa.] · [Urval.] · eng
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet. Svenska.] · 1963
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 18--? · mon
Bibeln	Bibeln. · 1720. · ger
Bibeln	Bibeln. Latin. Vulgata
Kalīlah wa-Dimnah	Kalīla wa-Dimna. Urdu
Aisopos fabler	Aesop's fables. · 1698. · lat
Ancren riwle. Urval	Ancren riwle. · Selections.
Bibeln. Job	Bibeln · [Job] · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · pol
Bibeln	Bibeln. · 1558. · lat
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1666 · fre
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · Authorized. · eng
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet.] · gaa
Sturlaugs saga starfsama	Sturlaugs saga starfsama. · Engelska & Fornisländska
Bibeln	Bibeln · 1558 · lat
Bibeln. Johannesevangeliet	Bible. · [N.T., John.] · 1924. · Coptic (Akhmimic)
Bibeln. Ordspråksboken	Bibeln. · [Ordspråksboken.] · Tyska & hebreiska
Tripiṭaka. Sūtrapiṭaka. Prajñāpāramitā	Tripiṭaka. · [Sūtrapiṭaka., Prajñāpāramitā.] · Urval. · eng
Bibeln	Bible. · English Standard. · 2015. · eng
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · 1646 · dan
Jónsbók	Jónsbók. · Fornisländska & Engelska
Pancatantra. Urval	Pañcatantra. Danska. · Urval
Nikodemosevangeliet	Nikodemosevangeliet. · ger
Bibeln. Nya Testamentet	Bibeln. · [Markusevangeliet.] · fiu
Homerocentones. Urval	Homerocentones. · Urval
Sturlunga saga	Sturlunga saga. · dan
Edda Sæmundar	Edda Sæmundar · dan
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Episcopal Church.] · eng
Bibeln. Lukasevangeliet	Bibeln. · [Nya Testamentet.] · 1989 · swe · eng
Purana. Kālikāpurāṇa	Kālikāpurāṇa. Engelska
Apophthegmata Patrum	Apophthegmata Patrum. · Franska & Koptiska
Bibeln. Gamla Testamentet	Bible. · [Old Testament.] · Septuagint. · 1900. · Greek.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1942 · fin
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna] · 1695 · spa
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Italienska & Latin
Chanson de Roland	Chanson de Roland. · Franska & Italienska
Domesday book. Urval	Domesday Book. · Selections.
Tipitaka. Suttapiṭaka. Khuddakanikāya. Apadāna	Tipitaṭaka. · [Suttantapiṭaka., Khuddakanikāya., Apadāna.] · pli
Gutasagan	Gutasagan. Svenska
Bibeln. Korinthierbreven	Bibeln. · [Korinthierbreven.] · Giertz · swe
Aisopos fabler	Aesopos · ger
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1829 Watts. · swe
Bibeln. Moseböckerna	Bibeln. · [Moseböckerna.] · sme
Bibeln. Apostlagärningarna	Bibeln. · [Apostlagärningarna.] · 1976 · swe
Bibeln	Bibeln. · 1724 · dut
Bibeln. Gamla Testamentet. Urval	Bibeln. · Codex Vindobonensis. · 1973 · fro
Falarisbreven	Falarisbreven. · eng
Upanishaderna	Upanishads. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1840 · kal
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet.] · Wehner. · 1952 · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1672 · fre
Tipitaka. Abhidhammapiṭaka. Kathāvatthu	Kathāvatthu
Bibeln. Job. Urval	Bible. · [O.T., Job XXXVIII.] · eng
Bibeln	Bibeln. · Luther. · 1533 · ger
Tusen och en natt	Tusen och en natt. · rus
Bibeln	Bibeln. · 1703. · 1829 Rumstedt. · swe
Bibeln. Gamla Testamentet	Bibeln. · [Nya Testamentet.] · 1778 · grc
Bibeln. Gamla Testamentet	Bible. · [Old Testament.] · heb
Chanson de Roland	Chanson de Roland. · eng · fro
Mahābhārata	Mahābhārata · rus
Bibeln. Job	Bibeln. · [Job. Arameiska]
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1893 · 1526. · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1967 · Tyska & Engelska.
Tripiṭaka. Sūtrapiṭaka. Saddharmapuṇḍarīkasūtra	Tripitaka. · [Sūtrapiṭaka., Saddharmapuṇḍarīkasūtra.]
Josippon	Josippon · Latin & Hebreiska
Nikodemosevangeliet	Nikodemosevangeliet. · ang · eng
Bibeln	Bibeln. · 1808 · eng
Veda. Sāmaveda	Sāmaveda
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · Karelska (lydiska)
Eiríks saga rauða	Eiríks saga rauđa. · Franska & Fornisländska
Kalevala	Kalevala. · lav
Bibeln. Amos	Bibeln. · [Amos.] · Andersen-Freedman. · 1989 · eng
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet.] · hau · ssa
Bibeln	Bibeln. · Authorized. · 1659. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · New Living Translation. · 2006 · swe
Tusen och en natt	Tusen och en natt. · urd
Laxdæla saga	Laxdæla saga. · eng
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Maxwell.] · eng
Bibeln. Apokryferna	Bible. · [O.T., Apocrypha., Taverner-Becke.] · eng
Bibeln. Nya Testamentet	Bibeln. · [Jeremia.] · Rosenberg · heb · eng
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet.] · Lagrange. · 1948 · fre
Beowulf	Beowulf
Bibeln. Evangelierna	Bibeln. · [Evangelierna.] · ang
Bibeln. Moseboken 4	Bibeln. · [Moseboken 4.] · heb
Bibeln. Profetiska böckerna	Bibeln. · [Profetiska böckerna.] · 1826 · swe
Maḥzor	Maḥzor. · eng
Mishna. Bava kamma	Misna. · [Baba kamma.] · lat
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · Polyglott.
Gutasagan	Gutasagan. · swe
Bhagavadgītā	Bhagavadgītā. · Bhakti Hridaya Bon. · 1938 · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Authorized. · 1639. · eng
Bibeln	Bibeln. · Luther. · 1672 · ger
Bibeln. Profetiska böckerna	Bible. · [O.T., Prophets.] · por
Bibeln. Hebreerbrevet	Bibeln. · [Hebréerbrevet.] · Giertz · swe
Bibeln	Bibeln. · Vulgata. · 1630 · lat
Bibeln. Timotheosbreven	Bibeln. · [Timotheosbreven.] · swe
Bibeln. Nya Testamentet	Bibeln. · [Johannesbreven.] · 1654 · lat · ara · gez
Talmud Yerushalmi. Nashim	Talmud Yerushalmi. · [Nashim]
Bibeln. Moseboken 5	Bibeln. · [Moseboken 5. Arameiska]
Bibeln. Nya Testamentet	Bible. · [N.T.] · Estienne · 1622. · Greek.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1703. · 1796 Björn. · swe
Bibeln. Sakarja	Sakarja
Edda Sæmundar	Edda Sæmundar. · (Voïnova) · ukr
Bibeln	Bibeln. · Einheitsübersetzung. · 1980 · ger
Bibeln. Nya Testamentet. Urval	Bible. · [N.T., Wakefield.] · Selections. · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Genève. · 1700 · fre
Sept sages de Rome	Sju vise mästare
Bibeln. Nya Testamentet	Bibeln,. · [Nya Testamentet.] · 1653 · Grekiska & latin
Kanteletar	Kanteletar. · Svenska & finska
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1642 · Grekiska.
Talmud Yerushalmi	Talmud Yerushalmi. · ger
Esra 4	Esra 4. · lat
Krákumál	Krákumál · dan
Bibeln	Bibeln. · 1596 · heb · grc · lat · ger
Bibeln. Apostlagärningarna	Bibeln. · [Apostlagärningarna.] · Giertz · swe
Yogavāsiṣṭha. Urval	Yogavāsiṣṭha. · Urval · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1731 · Grekiska
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Franska, Engelska & Nederländska
Purana. Brahmāṇḍapurāṇa. Adhyātmarāmāyaṇa	Purāṇa. · [Brahmāṇdapurāṇa., Adhyātmarāmāyaṇa]
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · 1673 · fre
Jómsvikinga saga	Jómsvíkinga saga. 1875
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Bastholm. · 1780 · dan
Bibeln. Thessalonikerbreven	Bibeln. · [Thessalonikerbreven.] · Malherbe. · 2000 · eng
Sept sages de Rome	Seven sages of Rome. · 1785. · eng
Bibeln	Bibeln. · 1977 · fre
Grágás	Grágás. · Danska & fornisländska
Bibeln	Bibeln. · Geneva. · 1594. · eng
Bibeln. Jesaja	Bibeln. · [Nya Testamentet.] · 1869 · grc
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · Medelengelska & medelfranska
Bibeln. Moseböckerna	Bible. · [O.T., Pentateuch., Delgado.] · eng
Dödsboken	Dödsboken · Engelska & Fornegyptiska
Bibeln. Paulus-breven	Bibeln. · [Paulus-breven.] · Grekiska & Engelska
Maḥzor. Sukkot	Maḥzor. · [Lövhyddohögtiden.] · 1928 · Jiddisch & hebreiska
Bibeln. Psaltaren. Urval	Bible. · [O.T., Psalms., Miscellaneous metrical versions.] · Selections. · eng
Bibeln. Sakarja	Bible. · [O.T., Zechariah., Blayney.] · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet] · fij
Kormáks saga	Kormaks saga. · eng
Tomasevangeliet	Tomasevangeliet. Koptiska & Engelska
Bibeln. Profeterna (Neviʾim)	Bibeln. · [Profeterna (Neviʼim).] · heb
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · oss
Bibeln. Psaltaren	Bible. · [O.T., Psalms.] · Bay Psalm Book. · eng
Bibeln. Haggai	Bibeln. · [Haggai.] · 1987 · eng
Falarisbreven	Falarisbreven. · Latin & Grekiska
Bibeln. Moseboken 1	Bibeln. · [Moseboken 1. Bari]
Bibeln. Hesekiel	Bible. · [O.T., Ezekiel., Wells.] · eng
Bibeln	Bibeln. Latin & Franska
Bibeln. Paulus-breven	Bibeln. · [Paulus-breven.] · swe
Gilgamesh	Gilgamesh, Epic of
Bibeln. Poetiska böckerna	Bibeln · [Poetiska böckerna.] · 1747 · ger
Bibeln. Johannesevangeliet	Bible. · [N.T., John., Authorised.] · eng
Faust	Faust. · dan
Bibeln. Jesaja	Bibeln. · [Nya Testamentet.] · 1860 · hin
Bibeln	Bibeln. · ita
Bibeln. Nya Testamentet	Bible. · [N.T.] · Tyndale. · 1552. · eng
Bibeln. Psaltaren	Bibeln. · [Psaltaren. Norska]
Bibeln. Filipperbrevet	Bible. · [N.T., Philippians., Authorised.] · eng
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Trillern. · 1703 · ger
Bibeln. Mika	Bibeln. · [Mika.] · Andersen-Freedman. · 2000 · eng
Popol vuh	Popol vuh.
Midrash rabba. Ester	Midrash rabba. · [Ester]
Bibeln. Nya Testamentet	Bible. · [N.T., Tyndale.] · eng
Bibeln. Matteusevangeliet	Bibeln. · [Nya Testamentet.] · Urval · nic
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet] · rar
Bibeln. Gamla Testamentet. Urval	Bibeln. · [Gamla Testamentet] · Urval. · ori
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Authorized. · 1618. · eng
Bibeln. Hosea	Bibeln. · [Hosea.] · Arameiska & Hebreiska
Bibeln. Markusevangeliet	Bibeln. · [Markusevangeliet.] · tel
Bibeln	Bibeln · 1928 · dan
Tēvāram	Tēvāram. English
Mabinogion	Mabinogion
Tripiṭaka. Sūtrapiṭaka. Avataṃsakasūtra. Daśabhūmikasūtra	Tripitaka. · [Sūtrapitaka., Daśabhūmīśvara]
Veda. Yajurveda	Yajurveda. Engelska
Hitopadeśa	Hitopadeśa.
Bibeln. Psaltaren	Bibeln. · [Psaltaren.] · 1551 · fin
Heliand	Heliand
Purana. Śivapurāṇa	Purāṇa. · [Śiva-purāṇa. Engelska]
Bibeln. Apostlagärningarna	Bibeln. · [Apostlagärningarna.] · gmh
Bibeln. Habackuk	Bibeln. · [Habackuk., 1.] · Provövers. · 1770
Bibeln	Bibeln. · 1522 · lat
Bibeln	Bibeln. · Wycliffe. · 1989 · Latin & Engelska (Medelengelska).
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · kur
Sindbad sjöfararen	Sindbad sjöfararen. · swe
Bibeln. Moseboken 5	Bibeln. · [Moseboken 5.] · arc
Mishna. Berakhot	Mishnah. · [Berakhot.]
Bibeln. Johannesevangeliet	Bibeln. · [Johannesevangeliet.] · Normaluppl. · 1896 · swe
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Living Bible. · 1992 · ger
Ólafs saga hins helga hin mesta	Ólafs saga helga (fristående sagan)
Bibeln. Jesus Syraks vishet	Bibeln. · [Apokryferna., Syrak.] · Hebreiska & Engelska
Roman de Renart	Roman de Renart. · [Branche 20-]
Bibeln	Bible. · wel
Bibeln. Psaltaren	Bible. · [O.T., Psalms., Campen.] · lat
Hrafnkels saga Freysgoða	Hrafnkels saga Freysgoða. · 1932
Dödahavsrullarna. Urval	Dead Sea scrolls. · Selections.
Bibeln. Nya Testamentet	Bibeln. · [Nya Testamentet.] · Grekiska & Tyska
Bibeln	Bibeln. · mlt
Kalīlah wa-Dimnah	Kalila wa-Dimna. · tur
Bibeln. Gamla Testamentet. Urval	Bible. · [O.T., Green.] · Selections. · eng
Bibeln. Matteusevangeliet	Bibeln. · [Matteusevangeliet.] · chm
Bibeln	Bibeln. · 1828 · eng
Bibeln. Gamla Testamentet. Urval	Bibeln. · [Gamla Testamentet.] · Urval · pol
Bibeln. Jesaja	Bible. · [O.T., Isaiah., Joye.] · eng
Tomasakterna	Tomasakterna. Engelska
Bibeln	Bibeln. · Luther. · 1739 · ger
Bibeln	Bibeln. · 1821 · Harauti.
Maḥzor	Maḥzor. · Jiddisch & hebreiska
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · Septuaginta. · 1896 · Grekiska.
Bhagavadgītā	Bhagavadgītā. · White. · 1989 · eng
Bibeln. Psaltaren	Bible. · [O.T., Psalms.] · 1531. · dan
Bibeln. Psaltaren	Bibeln. · [Psaltaren. Hebreiska]
Bibeln. Breven. Urval	Bible. · [N.T., Epistles.] · Selections. · 1554.
Bibeln	Bibeln. · 1821 · spa
Koranen	Koranen. · Kinesiska & Arabiska
Bibeln. Gamla Testamentet	Bibeln. · [Gamla Testamentet.] · Latin & Tyska
Bibeln. Gamla Testamentet	Bibeln. · [Gamla testamentet.] · Hooght. · 1705. · heb
