	Libris	Titel	Fil namn	Äldre länk	
	http://libris.kb.se/bib/18389717	Information om återrapportering av statsbidrag till vissa nationella professionsorganisationer för att stödja implementeringen av nationella riktlinjer för sjukdomsförebyggande metoder 2015	information-aterrapportering-statsbidrag-implementering-nr-2015.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/information-aterrapportering-statsbidrag-implementering-nr-2015.pdf	
	http://libris.kb.se/bib/17869514	Informationsbrev om återrapportering av statsbidraget för kompetensutveckling inom den sociala barn- och ungdomsvården 2014	information-aterrapportering-statsbidrag-rad-och-stod-enligt-lss-2014.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/information-aterrapportering-statsbidrag-rad-och-stod-enligt-lss-2014.pdf	
	http://libris.kb.se/bib/18743195	Informationsspecifikation för BBIC	2015-10-11.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19935/2015-10-11.pdf	
	http://libris.kb.se/bib/19796170	Informationsspecifikation för BBIC 2.0	2016-4-22.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/20140/2016-4-22.pdf	
	http://libris.kb.se/bib/19694025	Informationsspecifikation för BBIC 2.0	2016-4-22.pdf	http://www.socialstyrelsen.se/publikationer2016/2016-4-22.pdf	
	http://libris.kb.se/bib/22701805	Informationsspecifikation för metadata, version 2.0	2017-11-7.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/20746/2017-11-7.pdf	
	http://libris.kb.se/bib/19578475	Informationsspecifikation för uppmärksamhetsinformation	2016-2-21.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/20079/2016-2-21.pdf	
	http://libris.kb.se/bib/19990406	Informationsspecifikation för uppmärksamhetsinformation :	2016-2-21.pdf	http://www.socialstyrelsen.se/publikationer2016/2016-2-21.pdf	
	http://libris.kb.se/bib/21152892	Inför kunskapsprov i farmakologi för apotekarlegitimation - Målbeskrivning och förslag på litteratur	malbeskrivning-kunskapsprov-apotekare.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/malbeskrivning-kunskapsprov-apotekare.pdf	
	http://libris.kb.se/bib/21215268	Inför kunskapsprov i farmakologi för receptarielegitimation - Målbeskrivning och förslag på litteratur	malbeskrivning-kunskapsprov-receptarie.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/malbeskrivning-kunskapsprov-receptarie.pdf	
	http://libris.kb.se/bib/21656884	Inför uppgiftsinsamling till den officiella statistiken 2015	infor-uppgiftsinsamling-till-den-officiella-statistiken-2015.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/infor-uppgiftsinsamling-till-den-officiella-statistiken-2015.pdf	
	http://libris.kb.se/bib/12075265	Införande av Rakelsystemet i hälso- och sjukvården :	2010-8-6.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/18103/2010-8-6.pdf	
	http://libris.kb.se/bib/13618609	Inkl.	search?q=inkl+handicap.pdf	http://shop.socialstyrelsen.dk/search?q=inkl+handicap.pdf	
	http://libris.kb.se/bib/11320690	Innehållet i den psykiatriska tvångsvården	2009-126-81_200912681.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8506/2009-126-81_200912681.pdf	
	http://libris.kb.se/bib/21254561	Innehållet i Snomed CT - en översikt	Snomed-ct-oversikt-v1-0.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/Snomed-ct-oversikt-v1-0.pdf	
	http://libris.kb.se/bib/10487731	Innerst inne var man rädd- :	20071242.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/73B84DBF-37F0-4D5A-A95F-0F81C1072D53/7871/20071242.pdf	
	http://libris.kb.se/bib/22550897	Insatser för att främja goda matvanor och fysisk aktivitet bland barn och ungdomar - en systematisk översikt	2013-10-24.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19230/2013-10-24.pdf	
	http://libris.kb.se/bib/14838393	Insatser för att främja goda matvanor och fysisk aktivitet bland barn och ungdomar :	2013-10-24.pdf	http://www.socialstyrelsen.se/publikationer2013/2013-10-24.pdf	
	http://libris.kb.se/bib/3112568	Insatser för personer med funktionshinder.	1999-44-10.pdf	http://www.socialstyrelsen.se/publikationer1999/1999-44-10.pdf	
	http://libris.kb.se/bib/10650692	Insatser för personer med funktionshinder.	2000-44-7_0044007.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/11907/2000-44-7_0044007.pdf	
	http://libris.kb.se/bib/11358330	Insatser för unga lagöverträdare	2008-126-58_200812658.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8799/2008-126-58_200812658.pdf	
	http://libris.kb.se/bib/10958790	Insatser i äldreomsorgen i förhållande till behov	2008-112-3_20081123.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8646/2008-112-3_20081123.pdf	
	http://libris.kb.se/bib/10447059	Insatser mot hedersrelaterat våld - resultatutvärderingar i andra länder	2006-112-3_20061123.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/9530/2006-112-3_20061123.pdf	
	http://libris.kb.se/bib/20052463	Instruktion för dig som ska skicka in filer till Socialstyrelsen för samkörning	Instruktion-for-att-skicka-filer-till-Socialstyrelsen.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/Instruktion-for-att-skicka-filer-till-Socialstyrelsen.pdf	
	http://libris.kb.se/bib/19451111	Instruktion för registrering av ekonomiskt bistånd. För handläggare av och ansvariga för ekonomiskt bistånd	2016-2-12.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/20068/2016-2-12.pdf	
	http://libris.kb.se/bib/10647183	Integration mellan forskning, utbildning och praktik ur ett brukarperspektiv	2005-124-2_20051243.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/10113/2005-124-2_20051243.pdf	
	http://libris.kb.se/bib/10777057	Integrationsarbete i civilsamhället	2008-123-10_200812310.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8680/2008-123-10_200812310.pdf	
	http://libris.kb.se/bib/10841088	Integrationsarbete i civilsamhället :	200812310.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/C4E7257A-316A-49D0-9318-C32EC5E448D0/10257/200812310.pdf	
	http://libris.kb.se/bib/12448047	Internationell statistisk klassifikation av sjukdomar och relaterade hälsoproblem	2010-11-13.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/18172/2010-11-13.pdf	
	http://libris.kb.se/bib/22081694	Internationell statistisk klassifikation av sjukdomar och relaterade hälsoproblem - Systematisk förteckning - Svensk version 2017 - Del 1 (3)	2017-4-2.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/20574/2017-4-2.pdf	
	http://libris.kb.se/bib/22081708	Internationell statistisk klassifikation av sjukdomar och relaterade hälsoproblem - Systematisk förteckning - Svensk version 2017 - Del 2 (3)	2017-4-17.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/20596/2017-4-17.pdf	
	http://libris.kb.se/bib/22081697	Internationell statistisk klassifikation av sjukdomar och relaterade hälsoproblem - Systematisk förteckning - Svensk version 2017 - Del 3 (3)	2017-4-18.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/20597/2017-4-18.pdf	
	http://libris.kb.se/bib/12086381	Internationell statistisk klassifikation av sjukdomar och relaterade hälsoproblem :	2010-11-13.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/18172/2010-11-13.pdf	
	http://libris.kb.se/bib/22666840	Internationell statistisk klassifikation av sjukdomar och relaterade hälsoproblem :	2018-4-12.pdf	http://www.socialstyrelsen.se/publikationer2018/2018-4-12.pdf	
	http://libris.kb.se/bib/22666840	Internationell statistisk klassifikation av sjukdomar och relaterade hälsoproblem :	2018-4-13.pdf	http://www.socialstyrelsen.se/publikationer2018/2018-4-13.pdf	
	http://libris.kb.se/bib/22666840	Internationell statistisk klassifikation av sjukdomar och relaterade hälsoproblem :	2018-4-14.pdf	http://www.socialstyrelsen.se/publikationer2018/2018-4-14.pdf	
	http://libris.kb.se/bib/17566370	Intervention för äldres munhygien utförd av äldreomsorgspersonal :	www.socialstyrelsen.se.pdf	http://www.socialstyrelsen.se.pdf	
	http://libris.kb.se/bib/17973047	Interventioner för äldres munhygien utförd av äldreomsorgspersonal - En systematisk översikt av interventioners effekter och vetenskapliga stöd	2014-12-14.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19622/2014-12-14.pdf	
	http://libris.kb.se/bib/10938703	Interventioner mot prostitution och människohandel för sexuella ändamål :	20081124.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/45D802B5-FEF1-451A-AC8D-42766C8D3D20/10829/20081124.pdf	
	http://libris.kb.se/bib/11358343	Inventering av utskrivningsklara patienter och vårdplanering i samband med utskrivning	2008-103-8_20081038.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8606/2008-103-8_20081038.pdf	
	http://libris.kb.se/bib/10958580	Inventering av utskrivningsklara patienter och vårdplanering i samband med utskrivning :	20081038.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/B1C40624-5428-4CDB-AD6B-92968387F69A/10493/20081038.pdf	
	http://libris.kb.se/bib/20902348	Inventering och redovisning av Omvårdnadslyftet 2013	omvardnadslyftet-2013-forhandsvisning-inventering-redovisning.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/omvardnadslyftet-2013-forhandsvisning-inventering-redovisning.pdf	
	http://libris.kb.se/bib/18164467	Justerat protokoll e-hälsorådet 2014 11 20	Protokoll_ehalsoradet_20141120.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/Protokoll_ehalsoradet_20141120.pdf	
	http://libris.kb.se/bib/17223346	Jämför bostäder med särskild service respektive dagliga verksamheter enligt LSS	funktionsnedsattning.pdf	http://www.socialstyrelsen.se/oppnajamforelser/funktionsnedsattning.pdf	
	http://libris.kb.se/bib/21083028	Jämför äldreboenden och hemtjänst i Äldreguiden - kort	2014-5-11.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19445/2014-5-11.pdf	
	http://libris.kb.se/bib/10647213	Jämställd socialtjänst?	2004-103-2_20041032.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/10284/2004-103-2_20041032.pdf	
	http://libris.kb.se/bib/10648231	Jämställd vård?	2004-103-2_20041032.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/10284/2004-103-2_20041032.pdf	
	http://libris.kb.se/bib/21585977	Kalkylmall för utvärdering, deltagarsvar	sammanstalld-utvardering-sk-kurser.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/sammanstalld-utvardering-sk-kurser.xls	
	http://libris.kb.se/bib/16935519	Kapacitet vid karantänshamnar och karantänsflygplatser :	2014-6-28.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-6-28.pdf	
	http://libris.kb.se/bib/15132653	Kartläggning av interventioner som rör äldre personer som utsatts för våld i en nära relation	2014-1-14.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-1-14.pdf	
	http://libris.kb.se/bib/22550892	Kartläggning av metoder för patientsäkerhetsarbete - en granskning av insatser för patientsäkerhetskultur och metoder för identifiering och analys av risker mot patientsäkerheten	2013-5-1.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/18974/2013-5-1.pdf	
	http://libris.kb.se/bib/16601574	Kartläggning av metoder för patientsäkerhetsarbete [Elektronisk resurs] :	2013-5-1.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/18974/2013-5-1.pdf	
	http://libris.kb.se/bib/21150583	Kartläggning av risk- och skyddsfaktorer och interventioner vid hedersrelaterat våld mot kvinnor	2014-1-15.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19327/2014-1-15.pdf	
	http://libris.kb.se/bib/15408876	Kartläggning av risk- och skyddsfaktorer och interventioner vid hedersrelaterat våld mot kvinnor	2014-1-15.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-1-15.pdf	
	http://libris.kb.se/bib/14221397	Kartläggning av skyddade boenden i Sverige	publikationer.pdf	http://www.socialstyrelsen.se/publikationer.pdf	
	http://libris.kb.se/bib/18432899	Kartläggning av skyddade boenden i Sverige.	publikationer.pdf	http://www.socialstyrelsen.se/publikationer.pdf	
	http://libris.kb.se/bib/18225358	Kartläggning och analys av vissa insatser enligt LSS - Bilaga 3 - Mall, enkät och intervjumanualer	2015-3-7-Bilaga-3.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/2015-3-7-Bilaga-3.pdf	
	http://libris.kb.se/bib/17919002	KKA kumulativ 2005-2015 reviderad 141106	KKAkum2005-2015-rev-141106.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/KKAkum2005-2015-rev-141106.pdf	
	http://libris.kb.se/bib/10646154	Klamydia	200711459.pdf#bilaga	http://www.socialstyrelsen.se/NR/rdonlyres/A948045B-DD82-4EF2-AEB8-CD25D203631A/8018/200711459.pdf#bilaga	
	http://libris.kb.se/bib/11358368	Klamydia	2008-126-20_200812620.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8764/2008-126-20_200812620.pdf	
	http://libris.kb.se/bib/22543008	Klassificering och koder	nyhetsbrev-fik-september-2013.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nyhetsbrev-fik-september-2013.pdf	
	http://libris.kb.se/bib/20909016	Klassificering och koder	nyhetsbrev-klassifikationer-nr-34-dec-2013.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nyhetsbrev-klassifikationer-nr-34-dec-2013.pdf	
	http://libris.kb.se/bib/21656885	Klassificering och koder	nyhetsbrev-klassifikationer-nr-35-juni-2014.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/nyhetsbrev-klassifikationer-nr-35-juni-2014.pdf	
	http://libris.kb.se/bib/9298471	Klassifikation av funktionstillstånd, funktionshinder och hälsa :	www.socialstyrelsen.se.pdf	http://www.socialstyrelsen.se.pdf	
	http://libris.kb.se/bib/18047164	Klassifikation av socialtjänstens insatser och aktiviteter (KSI)	2015-1-6.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19637/2015-1-6.pdf	
	http://libris.kb.se/bib/18041657	Klassifikation av socialtjänstens insatser och aktiviteter (KSI)	2015-1-6.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19637/2015-1-6.pdf	
	http://libris.kb.se/bib/22534565	Klassifikationer KVÅ med beskrivningstexter	klassifikationer-kva-med-beskrivningstexter.zip	http://www.socialstyrelsen.se/SiteCollectionDocuments/klassifikationer-kva-med-beskrivningstexter.zip	
	http://libris.kb.se/bib/22542799	Klassifikationsdata av sjukdomar så kallad KVÅ	klassifikationsdata-sjukdomar-kva.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/klassifikationsdata-sjukdomar-kva.xls	
	http://libris.kb.se/bib/22542789	Klassifikationsdata KVÅ i excel- och accessformat	klassifikations-data-kva.zip	http://www.socialstyrelsen.se/SiteCollectionDocuments/klassifikations-data-kva.zip	
	http://libris.kb.se/bib/22542790	Klassifikationsdata KVÅ inklusive beskrivningstexter	klassifikationsdata-kva-inklusive-beskrivningstexter.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/klassifikationsdata-kva-inklusive-beskrivningstexter.xls	
	http://libris.kb.se/bib/20912878	Klassifikationsdatabas KSH97P	ksh97p-klassifikationsdatabas.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/ksh97p-klassifikationsdatabas.xls	
	http://libris.kb.se/bib/20912884	Klassifikationsdatabas KVÅ	kva-klassifikationsdatabas.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/kva-klassifikationsdatabas.xls	
	http://libris.kb.se/bib/11358606	Knowledge-based HIV prevention intervention	200812312.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/E5A5994E-3B8D-4351-B9E5-AD50E20F862B/10804/200812312.pdf	
	http://libris.kb.se/bib/22542795	Koder för funktionstillstånd ICF	koder-for-funktionstillstand-icf.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/koder-for-funktionstillstand-icf.xls	
	http://libris.kb.se/bib/20902512	Koder för klassificering av sjukdomstillstånd 2014	ksh97p-koder-klassifikationer-och-koder.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/ksh97p-koder-klassifikationer-och-koder.xls	
	http://libris.kb.se/bib/22017266	Kodning av funktionstillstånd vid rehabilitering inom sluten vård - För användning med NordDRG från och med 2017. Vägledning	2017-4-21.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/20601/2017-4-21.pdf	
	http://libris.kb.se/bib/14224984	Kodningskvalitet i patientregistret :	publikationer.pdf	http://www.socialstyrelsen.se/publikationer.pdf	
	http://libris.kb.se/bib/17552923	Kodstruktur KVÅ	Kodstruktur-KVA-2014-10-22.pdf	http://www.socialstyrelsen.se/SiteCollectionDocuments/Kodstruktur-KVA-2014-10-22.pdf	
	http://libris.kb.se/bib/21659761	Kommunala hälso- och sjukvårdsinsatser till äldre personer och personer med funktionsnedsättning år 2013	kommunala-halso-och-sjukvardsinsatser-aldre-funktionsnedsattning-2013-socialstyrelsen.xls	http://www.socialstyrelsen.se/SiteCollectionDocuments/kommunala-halso-och-sjukvardsinsatser-aldre-funktionsnedsattning-2013-socialstyrelsen.xls	
	http://libris.kb.se/bib/10647199	Kommunalt stöd till sociala ideella organisationer	2005-123-6_20051236.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/10108/2005-123-6_20051236.pdf	
	http://libris.kb.se/bib/9849084	Kommunalt stöd till sociala ideella organisationer :	20051236.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/B5E93574-C41B-43EA-84BC-270B2B26CB99/3183/20051236.pdf	
	http://libris.kb.se/bib/8505994	Kommunens stöd till anhörigvårdare :	2002-124-10.pdf	http://www.socialstyrelsen.se/publikationer2002/2002-124-10.pdf	
	http://libris.kb.se/bib/10646183	Kommunernas anhörigstöd	2007-131-37_200713137.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/9292/2007-131-37_200713137.pdf	
	http://libris.kb.se/bib/11135219	Kommunernas anhörigstöd	2008-131-30_200813130.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8857/2008-131-30_200813130.pdf	
	http://libris.kb.se/bib/11485151	Kommunernas anhörigstöd	2009-126-178_2009126178.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/8399/2009-126-178_2009126178.pdf	
	http://libris.kb.se/bib/10648741	Kommunernas insatser för personer med psykiska funktionshinder	200310922.pdf	http://www.socialstyrelsen.se/NR/rdonlyres/DC1067FE-9D42-44B1-80AA-5F61D81837AD/1038/200310922.pdf	
	http://libris.kb.se/bib/9321908	Kommunernas insatser för personer med psykiska funktionshinder :	2003-109-22.pdf	http://www.socialstyrelsen.se/publikationer2003/2003-109-22.pdf	
	http://libris.kb.se/bib/9981743	Kommunernas insatser för personer med psykiska funktionshinder :	2005-109-17.pdf	http://www.socialstyrelsen.se/publikationer2005/2005-109-17.pdf	
	http://libris.kb.se/bib/13983552	Kommunikationsplanering för pandemisk influensa	2012-12-8.pdf	http://www.socialstyrelsen.se/publikationer2012/2012-12-8.pdf	
